rank,feature,importance,importance_type,feature_group,dtype,numeric,categorical,train_rows,train_non_null,train_nulls,train_unique_values,validation_non_null,validation_nulls,validation_unique_values,train_min,train_max,train_mean,validation_min,validation_max,validation_mean,constant_feature,train_validation_schema_match,target_correlation,target_dependency_status,prediction_time_status,future_lookup_status,audit_status,notes
61,day_of_week,0.0114558497443795,gain,temporal,int64,True,False,23244,23244,0,7,4980,0,7,0.0,6.0,2.8915849251419723,0.0,6.0,2.471686746987952,False,True,-0.2218811817873039,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,AVAILABLE_AT_PREDICTION_TIME,NOT_DETERMINED_FROM_NAME,PASS,Calendar/time feature.
62,is_saturday,0.0108457207679748,gain,temporal,bool,True,False,23244,23244,0,2,4980,0,2,0.0,1.0,0.1326363792806746,0.0,1.0,0.09497991967871486,False,True,-0.11661031632763219,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,REQUIRES_SOURCE_REVIEW,NOT_DETERMINED_FROM_NAME,REVIEW,
63,occupied_spaces_roll_max_3h,0.0108169401064515,gain,occupancy,float64,True,False,23244,23244,0,2256,4980,0,1447,0.0,3949.0,640.3604801239029,10.0,4327.0,735.5961847389558,False,True,0.3150011779842696,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
64,available_spaces_roll_median_1d,0.0104110883548855,gain,rolling,float64,True,False,23244,23244,0,2606,4980,0,1052,-12.0,3999.0,742.3078213732576,-13.0,4055.0,658.3568273092369,False,True,-0.41369051931933454,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
65,occupancy_rate_roll_count_3h,0.0103704361245036,gain,occupancy,int64,True,False,23244,23244,0,7,4980,0,7,1.0,7.0,5.760325245224574,1.0,7.0,5.722289156626506,False,True,0.34920273498877485,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
66,occupied_spaces_roll_trend_6h,0.0103280702605843,gain,occupancy,float64,True,False,23244,23244,0,2035,4980,0,1288,-423.0,3325.0,315.0593701600413,-328.0,3436.0,385.6307228915663,False,True,0.34936937788622907,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
67,occupied_spaces_roll_mean_3h,0.0102019626647233,gain,occupancy,float64,True,False,23244,23244,0,11380,4980,0,3983,0.0,3844.285714285714,549.8835708754333,10.0,4177.571428571428,622.8959963664181,False,True,0.3069130694494426,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
68,occupancy_rate_roll_median_2h,0.0101924249902367,gain,occupancy,float64,True,False,23244,23244,0,11591,4980,0,3650,0.0,1.0,0.44886904702555086,0.007886435331230283,1.0,0.4953700739610882,False,True,0.9248355293387359,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
69,occupancy_rate_lag_1d,0.0097074713557958,gain,occupancy,float64,True,False,23244,21816,1428,10829,4380,600,3487,0.0,1.0,0.4802527615682841,0.007886435331230283,1.0,0.5432329486850952,False,True,0.7808586984165798,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming. | Training data contains missing values. | Validation data contains missing values.
70,available_spaces_roll_std_1d,0.0096495347097516,gain,rolling,float64,True,False,23244,23244,0,22981,4980,0,4906,0.0,1378.1727896846428,177.88426234699978,0.0,1432.7369561770834,212.93028295505601,False,True,0.07180069861603841,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
71,time_slot,0.0095370868220925,gain,temporal,int64,True,False,23244,23244,0,18,4980,0,18,15.0,32.0,24.038977800722765,15.0,32.0,23.922088353413656,False,True,0.2507393664627164,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,REQUIRES_SOURCE_REVIEW,NOT_DETERMINED_FROM_NAME,REVIEW,
72,available_spaces_roll_trend_6h,0.0093206893652677,gain,rolling,float64,True,False,23244,23244,0,2035,4980,0,1288,-3325.0,423.0,-315.0593701600413,-3436.0,328.0,-385.6307228915663,False,True,-0.34936937788622907,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
73,occupancy_rate_roll_median_1h,0.0092678740620613,gain,occupancy,float64,True,False,23244,23244,0,11363,4980,0,3719,0.0,1.0,0.4645133314159272,0.007886435331230283,1.0,0.51470011531036,False,True,0.9551068970840212,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
74,occupied_spaces_roll_mean_1d,0.0090957563370466,gain,occupancy,float64,True,False,23244,23244,0,16190,4980,0,4544,4.75,2972.0,609.3481640017308,11.0,3070.0526315789475,699.7807847404054,False,True,0.1735441254859458,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
75,available_spaces_roll_max_1d,0.0085895545780658,gain,rolling,float64,True,False,23244,23244,0,1227,4980,0,383,142.0,4151.0,1136.431509206677,-6.0,4055.0,1139.1435742971887,False,True,-0.2527090961609691,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
76,calendar_day_of_week_cos,0.0085151502862572,gain,temporal,float64,True,False,23244,23244,0,7,4980,0,7,-0.9009688679024191,1.0,0.011281949440388569,-0.9009688679024191,1.0,0.034330604652613436,False,True,-0.09270141990042462,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,REQUIRES_SOURCE_REVIEW,NOT_DETERMINED_FROM_NAME,REVIEW,
77,occupancy_rate_roll_std_12h,0.0085131330415606,gain,occupancy,float64,True,False,23244,23244,0,21608,4980,0,4654,0.0,0.43388172640992706,0.09986022027004443,0.0,0.4301323755055502,0.11753934995596192,False,True,0.8166502396720262,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
78,minutes_since_week_start,0.0084418226033449,gain,temporal,int64,True,False,23244,23244,0,120,4980,0,120,450.0,9600.0,4885.051626226123,480.0,9600.0,4276.891566265061,False,True,-0.2087642668597613,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,REQUIRES_SOURCE_REVIEW,NOT_DETERMINED_FROM_NAME,REVIEW,
79,occupied_spaces_lag_30m,0.0083284014835953,gain,occupancy,float64,True,False,23244,21806,1438,2513,4656,324,1655,0.0,3949.0,618.6804090617261,10.0,4327.0,709.8371993127148,False,True,0.3046124029169375,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming. | Training data contains missing values. | Validation data contains missing values.
80,occupancy_rate_roll_min_1h,0.0081898234784603,gain,occupancy,float64,True,False,23244,23244,0,10352,4980,0,3411,0.0,1.0,0.43355300187280355,0.007886435331230283,1.0,0.47844667989435846,False,True,0.925121617591726,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
81,occupied_spaces_roll_min_12h,0.0081527093425393,gain,occupancy,float64,True,False,23244,23244,0,588,4980,0,262,0.0,1372.0,268.1137067630356,10.0,1773.0,286.04979919678715,False,True,0.1851456517000965,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
82,available_spaces_lag_30m,0.0079527208581566,gain,lag,float64,True,False,23244,21806,1438,3052,4656,324,1729,-15.0,4151.0,780.2020086214803,-16.0,4055.0,716.6350945017182,False,True,-0.4998378468469839,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming. | Training data contains missing values. | Validation data contains missing values.
83,occupied_spaces_roll_min_2h,0.0078834285959601,gain,occupancy,float64,True,False,23244,23244,0,2248,4980,0,1450,0.0,3849.0,497.91490277060745,10.0,4153.0,560.2963855421687,False,True,0.30263059924552893,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
84,available_spaces_roll_mean_1d,0.0078760655596852,gain,rolling,float64,True,False,23244,23244,0,17053,4980,0,4508,23.263157894736842,3999.0,788.5865288222238,-6.0,4055.0,722.3031510025664,False,True,-0.3947376034766767,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
85,occupied_spaces_roll_trend_3h,0.0078584617003798,gain,occupancy,float64,True,False,23244,23244,0,1854,4980,0,1189,-1009.0,2614.0,165.85626398210292,-1013.0,2558.0,205.68373493975903,False,True,0.2424135742396179,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
86,available_spaces_roll_max_3h,0.0076809343881905,gain,rolling,float64,True,False,23244,23244,0,2895,4980,0,1521,-15.0,4151.0,957.3532524522458,-14.0,4055.0,932.4347389558233,False,True,-0.3682732266957148,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
87,occupancy_rate_roll_count_2h,0.0075640305876731,gain,occupancy,int64,True,False,23244,23244,0,5,4980,0,5,1.0,5.0,4.409783169850284,1.0,5.0,4.3857429718875505,False,True,0.3368966651601004,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
88,occupancy_rate_roll_missing_2h,0.0074675236828625,gain,occupancy,int64,True,False,23244,23244,0,4,4980,0,4,0.0,3.0,0.3475735673722251,0.0,3.0,0.364859437751004,False,True,-0.3161397548520188,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
89,occupancy_rate_roll_trend_6h,0.0073879938572645,gain,occupancy,float64,True,False,23244,23244,0,14315,4980,0,4049,-0.38170347003154576,0.9782244556113903,0.24120287373694466,-0.32727272727272727,0.9653465346534653,0.2844417140319029,False,True,0.7780740931165705,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
90,occupied_spaces_roll_median_1h,0.0073837144300341,gain,occupancy,float64,True,False,23244,23244,0,2874,4980,0,1754,0.0,3933.0,598.4587635518843,10.0,4289.0,684.0336345381526,False,True,0.32419006293830405,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
91,available_spaces_roll_median_2h,0.007333121728152,gain,rolling,float64,True,False,23244,23244,0,3976,4980,0,2000,-15.0,4151.0,820.759873515746,-15.0,4055.0,765.1106425702811,False,True,-0.47409357133442775,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
92,occupied_spaces_roll_min_3h,0.0071367570199072,gain,occupancy,float64,True,False,23244,23244,0,2048,4980,0,1301,0.0,3643.0,440.5814403717088,10.0,3915.0,489.6491967871486,False,True,0.2689846783608694,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
93,occupancy_rate_roll_missing_1d,0.0070363790728151,gain,occupancy,int64,True,False,23244,23244,0,19,4980,0,20,29.0,47.0,29.701729478575118,28.0,47.0,30.221285140562248,False,True,-0.07452525248862685,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
94,day_of_week_cos,0.0069373520091176,gain,temporal,float64,True,False,23244,23244,0,7,4980,0,7,-0.9009688679024191,1.0,0.011281949440388569,-0.9009688679024191,1.0,0.034330604652613436,False,True,-0.09270141990042462,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,REQUIRES_SOURCE_REVIEW,NOT_DETERMINED_FROM_NAME,REVIEW,
95,occupied_spaces_roll_max_2h,0.0068721421994268,gain,occupancy,float64,True,False,23244,23244,0,2330,4980,0,1486,0.0,3949.0,639.137799001893,10.0,4327.0,734.579718875502,False,True,0.3156128947922013,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
96,available_spaces_roll_min_2h,0.0068102567456662,gain,rolling,float64,True,False,23244,23244,0,2973,4980,0,1610,-15.0,4151.0,758.7968938220616,-16.0,4055.0,687.5042168674698,False,True,-0.5125263868410533,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
97,occupied_spaces_roll_median_3h,0.0064713754691183,gain,occupancy,float64,True,False,23244,23244,0,3029,4980,0,1759,0.0,3867.0,557.5839786611599,10.0,4270.0,631.0921686746988,False,True,0.31087085671139836,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
98,available_spaces_roll_min_6h,0.0064028897322714,gain,rolling,float64,True,False,23244,23244,0,2936,4980,0,1574,-15.0,4151.0,757.2333505420754,-16.0,4055.0,686.1847389558233,False,True,-0.512251927377989,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
99,available_spaces_roll_median_6h,0.0063905976712703,gain,rolling,float64,True,False,23244,23244,0,4858,4980,0,2365,-15.0,4151.0,880.6412192393736,-14.0,4055.0,844.1429718875502,False,True,-0.42419687303437004,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
100,day_of_month,0.0063297520391643,gain,temporal,int64,True,False,23244,23244,0,31,4980,0,12,1.0,31.0,15.240965410428498,1.0,30.0,15.498192771084337,False,True,0.0016683873081720058,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,AVAILABLE_AT_PREDICTION_TIME,NOT_DETERMINED_FROM_NAME,PASS,Calendar/time feature.
101,occupied_spaces_roll_std_1h,0.0062263086438179,gain,occupancy,float64,True,False,23244,23244,0,17055,4980,0,4169,0.0,495.32907131410013,31.678987645885336,0.0,541.7496346714659,39.019810450406595,False,True,0.11951516233186978,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
102,occupancy_rate_roll_std_3h,0.0061447485350072,gain,occupancy,float64,True,False,23244,23244,0,21528,4980,0,4621,0.0,0.4430599546706297,0.054724287037084596,0.0,0.38465891991525486,0.06441675324411321,False,True,0.5593505457951974,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
103,occupied_spaces_roll_max_1h,0.0059521137736737,gain,occupancy,float64,True,False,23244,23244,0,2441,4980,0,1585,0.0,3949.0,634.0241782825675,10.0,4327.0,728.3865461847389,False,True,0.3186460405365703,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
104,occupancy_rate_roll_trend_1d,0.0057640699669718,gain,occupancy,float64,True,False,23244,23244,0,14261,4980,0,4035,-0.9045454545454545,0.940536013400335,0.018995276717954816,-0.616,0.9504950495049505,0.02767954134637721,False,True,0.33071642939126683,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
105,occupancy_rate_roll_mean_12h,0.0057581942528486,gain,occupancy,float64,True,False,23244,23244,0,21791,4980,0,4885,0.0,0.9240956072351422,0.38098857336103753,0.007886435331230283,1.0,0.4133964385360738,False,True,0.912220816051055,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
106,minute,0.005744176916778,gain,temporal,int64,True,False,23244,23244,0,2,4980,0,2,0.0,30.0,14.153329891584924,0.0,30.0,14.048192771084338,False,True,0.03921829027913961,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,AVAILABLE_AT_PREDICTION_TIME,NOT_DETERMINED_FROM_NAME,PASS,Calendar/time feature.
107,available_spaces_lag_1h,0.0055763041600584,gain,lag,float64,True,False,23244,20513,2731,3030,4363,617,1684,-15.0,4151.0,786.4995856286257,-16.0,4055.0,724.1198716479487,False,True,-0.47864009053827605,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming. | Training data contains missing values. | Validation data contains missing values.
108,occupancy_rate_roll_min_1d,0.0055674454197287,gain,occupancy,float64,True,False,23244,23244,0,1691,4980,0,424,0.0,0.6157205240174672,0.20173866011999442,0.007886435331230283,1.0,0.21472862977285426,False,True,0.6335759248711184,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
109,hour_cos,0.0055487691424787,gain,temporal,float64,True,False,23244,23244,0,18,4980,0,18,-1.0,-0.3826834323650897,-0.80988380755292,-1.0,-0.3826834323650897,-0.8084278614474879,False,True,-0.26074280734059724,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,REQUIRES_SOURCE_REVIEW,NOT_DETERMINED_FROM_NAME,REVIEW,
110,occupied_spaces_roll_std_6h,0.0054996302351355,gain,occupancy,float64,True,False,23244,23244,0,20452,4980,0,4491,0.0,1221.8964695294444,116.72375217818887,0.0,1219.7602005089207,143.91964076228263,False,True,0.340287303213738,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
111,available_spaces_roll_max_12h,0.0054885931313037,gain,rolling,float64,True,False,23244,23244,0,939,4980,0,303,142.0,4151.0,1129.820986060919,-6.0,4055.0,1136.0341365461848,False,True,-0.2561486014929353,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
112,occupied_spaces_roll_min_1d,0.0054181730374693,gain,occupancy,float64,True,False,23244,23244,0,677,4980,0,317,0.0,1372.0,261.50318361727756,10.0,1773.0,282.94036144578314,False,True,0.1782681208243402,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
113,occupancy_rate_roll_min_6h,0.0053016394376754,gain,occupancy,float64,True,False,23244,23244,0,4586,4980,0,1266,0.0,0.9224806201550387,0.23807986980018975,0.007886435331230283,1.0,0.24937404228542062,False,True,0.6182380399913605,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
114,is_wednesday,0.0052220551297068,gain,temporal,bool,True,False,23244,23244,0,2,4980,0,2,0.0,1.0,0.1604715195319222,0.0,1.0,0.19016064257028112,False,True,0.09193843322122751,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,REQUIRES_SOURCE_REVIEW,NOT_DETERMINED_FROM_NAME,REVIEW,
115,occupancy_rate_roll_std_6h,0.005139784887433,gain,occupancy,float64,True,False,23244,23244,0,21601,4980,0,4652,0.0,0.4314918219678721,0.08962315464608436,0.0,0.4301323755055502,0.10604347864660886,False,True,0.7907117550957358,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
116,available_spaces_roll_max_2h,0.0051185186021029,gain,rolling,float64,True,False,23244,23244,0,2975,4980,0,1610,-15.0,4151.0,900.0197900533472,-14.0,4055.0,861.7875502008033,False,True,-0.4181865780649889,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
117,occupied_spaces_roll_std_1d,0.005101962480694,gain,occupancy,float64,True,False,23244,23244,0,22982,4980,0,4906,0.0,1378.172789684641,177.88426234699966,0.0,1432.7369561770806,212.93028295505576,False,True,0.0718006986160382,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
118,occupancy_rate_roll_mean_3h,0.0050351484678685,gain,occupancy,float64,True,False,23244,23244,0,20917,4980,0,4802,0.0,1.0,0.42840299751418176,0.007886435331230283,1.0,0.47080177056218037,False,True,0.904641049609329,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
119,available_spaces_roll_trend_3h,0.0049747466109693,gain,rolling,float64,True,False,23244,23244,0,1854,4980,0,1189,-2614.0,1009.0,-165.85626398210292,-2558.0,1013.0,-205.68373493975903,False,True,-0.2424135742396179,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
120,available_spaces_roll_median_12h,0.0049164900556206,gain,rolling,float64,True,False,23244,23244,0,5068,4980,0,2526,-12.0,4151.0,888.4382421270005,-12.0,4055.0,853.7444779116466,False,True,-0.4208338519254592,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
121,occupied_spaces_roll_min_6h,0.004826330114156,gain,occupancy,float64,True,False,23244,23244,0,1308,4980,0,761,0.0,2870.0,303.7984856307004,10.0,3002.0,325.0664658634538,False,True,0.1842758622495006,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
122,occupancy_rate_roll_median_3h,0.0048164050094783,gain,occupancy,float64,True,False,23244,23244,0,11751,4980,0,3593,0.0,1.0,0.4349471148920938,0.007886435331230283,1.0,0.47766136343499405,False,True,0.9014839680372793,NO_DIRECT_TARGET_DEPENDENCY_IDENTIFIED,LIKELY_AVAILABLE_AT_PREDICTION_TIME,NO_FUTURE_LOOKUP_BY_NAMING,PASS,Feature appears to be historical lag/rolling derived. | Historical feature family based on naming.
