feature,feature_index,classification,train_present,validation_present,dtype_train,dtype_validation,train_null_count,validation_null_count,source_files,source_line_count,historical_name_signal,lag_signal,rolling_signal,trend_signal,feature_specific_future_signal,feature_specific_negative_shift,feature_specific_centered_rolling,feature_specific_forward_operation,target_reference_signal,causal_direction,verdict,confidence,reasons,recommended_action
occupied_spaces_roll_coverage_ratio_2h,195,historical,True,True,float64,float64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
occupied_spaces_roll_2h_available,196,historical,True,True,bool,bool,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
occupied_spaces_roll_mean_3h,197,historical,True,True,float64,float64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
occupied_spaces_roll_std_3h,198,historical,True,True,float64,float64,0,0,,0,True,False,True,True,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
occupied_spaces_roll_min_3h,199,historical,True,True,float64,float64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
occupied_spaces_roll_max_3h,200,historical,True,True,float64,float64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
occupied_spaces_roll_median_3h,201,historical,True,True,float64,float64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
occupied_spaces_roll_trend_3h,202,historical,True,True,float64,float64,0,0,,0,True,False,True,True,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
occupied_spaces_roll_count_3h,203,historical,True,True,int64,int64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
occupied_spaces_roll_missing_3h,204,historical,True,True,int64,int64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
occupied_spaces_roll_coverage_ratio_3h,205,historical,True,True,float64,float64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
occupied_spaces_roll_3h_available,206,historical,True,True,bool,bool,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
occupied_spaces_roll_mean_6h,207,historical,True,True,float64,float64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
occupied_spaces_roll_std_6h,208,historical,True,True,float64,float64,0,0,,0,True,False,True,True,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
occupied_spaces_roll_min_6h,209,historical,True,True,float64,float64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
occupied_spaces_roll_max_6h,210,historical,True,True,float64,float64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
occupied_spaces_roll_median_6h,211,historical,True,True,float64,float64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
occupied_spaces_roll_trend_6h,212,historical,True,True,float64,float64,0,0,,0,True,False,True,True,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
occupied_spaces_roll_count_6h,213,historical,True,True,int64,int64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
occupied_spaces_roll_missing_6h,214,historical,True,True,int64,int64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
occupied_spaces_roll_coverage_ratio_6h,215,historical,True,True,float64,float64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
occupied_spaces_roll_6h_available,216,historical,True,True,bool,bool,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
occupied_spaces_roll_mean_12h,217,historical,True,True,float64,float64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
occupied_spaces_roll_std_12h,218,historical,True,True,float64,float64,0,0,,0,True,False,True,True,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
occupied_spaces_roll_min_12h,219,historical,True,True,float64,float64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
occupied_spaces_roll_max_12h,220,historical,True,True,float64,float64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
occupied_spaces_roll_median_12h,221,historical,True,True,float64,float64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
occupied_spaces_roll_trend_12h,222,historical,True,True,float64,float64,0,0,,0,True,False,True,True,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
occupied_spaces_roll_count_12h,223,historical,True,True,int64,int64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
occupied_spaces_roll_missing_12h,224,historical,True,True,int64,int64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
occupied_spaces_roll_coverage_ratio_12h,225,historical,True,True,float64,float64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
occupied_spaces_roll_12h_available,226,historical,True,True,bool,bool,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
occupied_spaces_roll_mean_1d,227,historical,True,True,float64,float64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
occupied_spaces_roll_std_1d,228,historical,True,True,float64,float64,0,0,,0,True,False,True,True,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
occupied_spaces_roll_min_1d,229,historical,True,True,float64,float64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
occupied_spaces_roll_max_1d,230,historical,True,True,float64,float64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
occupied_spaces_roll_median_1d,231,historical,True,True,float64,float64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
occupied_spaces_roll_trend_1d,232,historical,True,True,float64,float64,0,0,,0,True,False,True,True,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
occupied_spaces_roll_count_1d,233,historical,True,True,int64,int64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
occupied_spaces_roll_missing_1d,234,historical,True,True,int64,int64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
occupied_spaces_roll_coverage_ratio_1d,235,historical,True,True,float64,float64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
occupied_spaces_roll_1d_available,236,historical,True,True,bool,bool,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_mean_1h,237,historical,True,True,float64,float64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_std_1h,238,historical,True,True,float64,float64,0,0,,0,True,False,True,True,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_min_1h,239,historical,True,True,float64,float64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_max_1h,240,historical,True,True,float64,float64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_median_1h,241,historical,True,True,float64,float64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_trend_1h,242,historical,True,True,float64,float64,0,0,,0,True,False,True,True,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_count_1h,243,historical,True,True,int64,int64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_missing_1h,244,historical,True,True,int64,int64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_coverage_ratio_1h,245,historical,True,True,float64,float64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_1h_available,246,historical,True,True,bool,bool,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_mean_2h,247,historical,True,True,float64,float64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_std_2h,248,historical,True,True,float64,float64,0,0,,0,True,False,True,True,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_min_2h,249,historical,True,True,float64,float64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_max_2h,250,historical,True,True,float64,float64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_median_2h,251,historical,True,True,float64,float64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_trend_2h,252,historical,True,True,float64,float64,0,0,,0,True,False,True,True,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_count_2h,253,historical,True,True,int64,int64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_missing_2h,254,historical,True,True,int64,int64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_coverage_ratio_2h,255,historical,True,True,float64,float64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_2h_available,256,historical,True,True,bool,bool,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_mean_3h,257,historical,True,True,float64,float64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_std_3h,258,historical,True,True,float64,float64,0,0,,0,True,False,True,True,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_min_3h,259,historical,True,True,float64,float64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_max_3h,260,historical,True,True,float64,float64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_median_3h,261,historical,True,True,float64,float64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_trend_3h,262,historical,True,True,float64,float64,0,0,,0,True,False,True,True,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_count_3h,263,historical,True,True,int64,int64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_missing_3h,264,historical,True,True,int64,int64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_coverage_ratio_3h,265,historical,True,True,float64,float64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_3h_available,266,historical,True,True,bool,bool,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_mean_6h,267,historical,True,True,float64,float64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_std_6h,268,historical,True,True,float64,float64,0,0,,0,True,False,True,True,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_min_6h,269,historical,True,True,float64,float64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_max_6h,270,historical,True,True,float64,float64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_median_6h,271,historical,True,True,float64,float64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_trend_6h,272,historical,True,True,float64,float64,0,0,,0,True,False,True,True,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_count_6h,273,historical,True,True,int64,int64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_missing_6h,274,historical,True,True,int64,int64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_coverage_ratio_6h,275,historical,True,True,float64,float64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_6h_available,276,historical,True,True,bool,bool,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_mean_12h,277,historical,True,True,float64,float64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_std_12h,278,historical,True,True,float64,float64,0,0,,0,True,False,True,True,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_min_12h,279,historical,True,True,float64,float64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_max_12h,280,historical,True,True,float64,float64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_median_12h,281,historical,True,True,float64,float64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_trend_12h,282,historical,True,True,float64,float64,0,0,,0,True,False,True,True,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_count_12h,283,historical,True,True,int64,int64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_missing_12h,284,historical,True,True,int64,int64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_coverage_ratio_12h,285,historical,True,True,float64,float64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_12h_available,286,historical,True,True,bool,bool,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_mean_1d,287,historical,True,True,float64,float64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_std_1d,288,historical,True,True,float64,float64,0,0,,0,True,False,True,True,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_min_1d,289,historical,True,True,float64,float64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_max_1d,290,historical,True,True,float64,float64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_median_1d,291,historical,True,True,float64,float64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_trend_1d,292,historical,True,True,float64,float64,0,0,,0,True,False,True,True,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_count_1d,293,historical,True,True,int64,int64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_missing_1d,294,historical,True,True,int64,int64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_coverage_ratio_1d,295,historical,True,True,float64,float64,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
available_spaces_roll_1d_available,296,historical,True,True,bool,bool,0,0,,0,True,False,True,False,False,False,False,False,False,UNKNOWN,NO_SOURCE_EVIDENCE,LOW,No direct source-code reference to the registered feature name was found.,Locate the feature-generation implementation and document its temporal source boundary.
